location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Essex, VA",Virginia,"(0.01, 1000.0]","(24.0, 36.0]",'critical/other existing credit',radio/tv,,"[0.01, 100.0)",>=7,4.0,'male single',none,4.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,,none,no,good,08/1994,no
"Frederick, VA",Virginia,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously','used car',"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,,'male single',none,4.0,'life insurance',,bank,rent,2.0,'high qualif/self emp/mgmt',2.0,yes,1,good,08/1994,1
"James City, VA",Virginia,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male mar/wid',none,,'real estate',"(40.0, 50.0]",none,rent,1.0,'unskilled resident',1.0,none,1,bad,08/1994,1
"Middlesex, VA",Virginia,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,4.0,car,"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,bad,08/1994,yes
"Middlesex, VA",Virginia,"(-0.01, 0.01]","(0.0, 12.0]",,radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,3.0,'female div/dep/mar',none,,,"(20.0, 30.0]",none,,1.0,skilled,1.0,none,yes,good,08/1994,yes
"Patrick, VA",Virginia,"(0.01, 1000.0]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',,3.0,car,"(30.0, 40.0]",none,,1.0,,1.0,yes,yes,good,08/1994,yes
"Pittsylvania, VA",Virginia,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','used car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,2.0,'male mar/wid',none,4.0,car,"(20.0, 30.0]",none,rent,1.0,skilled,1.0,yes,no,good,08/1994,no
"Prince William, VA",Virginia,"(0.01, 1000.0]",,'critical/other existing credit',other,"(10000.0, 12500.0]","[0.01, 100.0)",1<=X<4,2.0,'male single','co applicant',3.0,car,"(30.0, 40.0]",,own,2.0,'high qualif/self emp/mgmt',2.0,yes,yes,bad,08/1994,yes
"Russell, VA",Virginia,"(-0.01, 0.01]","(12.0, 24.0]",'all paid','new car',"(5000.0, 7500.0]","[0.0, 0.01)",>=7,2.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",bank,own,2.0,'high qualif/self emp/mgmt',,yes,no,good,08/1994,no
"Tazewell, VA",Virginia,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(5000.0, 7500.0]","[0.01, 100.0)",4<=X<7,2.0,'male single',none,2.0,car,,none,,1.0,skilled,1.0,none,no,good,08/1994,no
,Virginia,,,,,,,,,,,,,,,,,,,,,,08/1994,
"Danville, VA",Virginia,"(-1000.0, -0.01]",,'existing paid',furniture/equipment,"(7500.0, 10000.0]","[0.0, 0.01)",<1,1.0,'female div/dep/mar',none,2.0,'life insurance',"(20.0, 30.0]",none,own,1.0,skilled,1.0,yes,no,good,08/1994,no
"Lynchburg, VA",Virginia,"(0.01, 1000.0]",,'existing paid',business,"(1000.0, 2500.0]","[500.0, 1000.0)",>=7,1.0,'male mar/wid',,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,yes,yes,good,08/1994,yes
"Newport News, VA",Virginia,"(0.01, 1000.0]","(0.0, 12.0]",'delayed previously',,"(1000.0, 2500.0]","[100.0, 500.0)",>=7,1.0,,none,2.0,car,"(30.0, 40.0]",bank,own,2.0,skilled,,none,no,good,08/1994,no
"Norfolk, VA",Virginia,"(-0.01, 0.01]",,'existing paid',education,"(200.0, 500.0]","[0.0, 0.01)",<1,,'female div/dep/mar',none,,'life insurance',"(20.0, 30.0]",none,,1.0,skilled,1.0,yes,yes,good,08/1994,yes
"Norfolk, VA",Virginia,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','new car',"(5000.0, 7500.0]","[0.01, 100.0)",4<=X<7,,'male single',none,3.0,,"(20.0, 30.0]",none,rent,1.0,'unskilled resident',1.0,none,no,bad,08/1994,no
"Portsmouth, VA",Virginia,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit','new car',"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,2.0,'real estate',"(20.0, 30.0]",stores,own,,skilled,1.0,yes,yes,good,08/1994,yes
"Richmond, VA",Virginia,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,,"[0.0, 0.01)",>=7,3.0,'male mar/wid',none,1.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,no,bad,08/1994,no
"Virginia Beach, VA",Virginia,"(-0.01, 0.01]","(36.0, 48.0]",,radio/tv,,"[0.0, 0.01)",>=7,4.0,'male single',none,1.0,'real estate',"(40.0, 50.0]",none,own,1.0,skilled,1.0,yes,no,good,08/1994,no
"Orleans, VT",Vermont,"(-10000.0, -1000.0]",,'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,4.0,'female div/dep/mar',none,3.0,car,"(20.0, 30.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,09/1994,no
"Orleans, VT",Vermont,"(-1000.0, -0.01]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",,2.0,'female div/dep/mar','co applicant',3.0,'real estate',,none,rent,2.0,skilled,1.0,,no,good,09/1994,no
"Asotin, WA",Washington,"(-10000.0, -1000.0]","(24.0, 36.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[500.0, 1000.0)",,1.0,'female div/dep/mar',none,4.0,car,"(20.0, 30.0]",none,own,2.0,skilled,1.0,,no,good,09/1994,no
"Benton, WA",Washington,"(0.01, 1000.0]","(0.0, 12.0]",,'new car',"(1000.0, 2500.0]","[500.0, 1000.0)",4<=X<7,3.0,'male div/sep',none,3.0,car,"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,1,good,09/1994,1
"Clark, WA",Washington,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,3.0,'female div/dep/mar',none,2.0,'real estate',"(20.0, 30.0]",none,own,2.0,skilled,1.0,yes,yes,good,09/1994,yes
"Franklin, WA",Washington,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','used car',,"[0.0, 0.01)",,4.0,,none,,car,"(40.0, 50.0]",none,rent,2.0,'high qualif/self emp/mgmt',,yes,no,good,09/1994,no
"King, WA",Washington,"(-0.01, 0.01]",,,furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,'male single',none,2.0,'real estate',"(20.0, 30.0]",none,rent,,'unskilled resident',,none,yes,bad,09/1994,yes
"King, WA",Washington,"(1000.0, 10000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.01, 100.0)",,,'male single',,4.0,'no known property',"(60.0, 70.0]",none,'for free',2.0,skilled,1.0,yes,yes,good,09/1994,yes
"King, WA",Washington,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",,4.0,'female div/dep/mar',none,3.0,'real estate',,,rent,1.0,,1.0,none,no,good,09/1994,no
"Kitsap, WA",Washington,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',,2.0,'life insurance',"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,1,bad,09/1994,1
"Pierce, WA",Washington,"(-10000.0, -1000.0]","(0.0, 12.0]",,radio/tv,,"[0.01, 100.0)",1<=X<4,4.0,'male mar/wid',none,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,'unskilled resident',1.0,none,yes,good,09/1994,yes
"Skagit, WA",Washington,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',repairs,,"[0.01, 100.0)",1<=X<4,,'male single',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,no,bad,09/1994,no
"Snohomish, WA",Washington,"(0.01, 1000.0]","(0.0, 12.0]",'critical/other existing credit','used car',"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,4.0,'male single',,2.0,car,"(30.0, 40.0]",none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,09/1994,yes
"Spokane, WA",Washington,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',,"[0.0, 0.01)",1<=X<4,3.0,'female div/dep/mar','co applicant',2.0,'real estate',"(20.0, 30.0]",none,own,2.0,,1.0,none,yes,good,09/1994,yes
"Spokane, WA",Washington,"(0.01, 1000.0]","(36.0, 48.0]",'existing paid','new car',"(7500.0, 10000.0]","[0.0, 0.01)",4<=X<7,1.0,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,no,bad,09/1994,no
"Spokane, WA",Washington,"(-10000.0, -1000.0]","(24.0, 36.0]",'delayed previously',education,"(5000.0, 7500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,3.0,'life insurance',"(20.0, 30.0]",stores,own,1.0,skilled,1.0,yes,1,bad,09/1994,1
"Stevens, WA",Washington,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',furniture/equipment,,"[0.0, 0.01)",<1,2.0,'male single',none,3.0,'life insurance',"(20.0, 30.0]",bank,own,2.0,'unskilled resident',1.0,none,no,good,09/1994,no
"Whatcom, WA",Washington,"(-0.01, 0.01]",,'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,4.0,'no known property',"(40.0, 50.0]",bank,'for free',2.0,skilled,1.0,none,yes,bad,09/1994,yes
"Yakima, WA",Washington,"(-0.01, 0.01]",,'existing paid',radio/tv,,"[0.0, 0.01)",4<=X<7,2.0,'female div/dep/mar',none,,'real estate',"(20.0, 30.0]",none,own,1.0,skilled,1.0,,yes,bad,09/1994,yes
"Chippewa, WI",Wisconsin,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'female div/dep/mar',none,2.0,,"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,yes,bad,09/1994,yes
"Dunn, WI",Wisconsin,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously','used car',"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,2.0,'male single',none,2.0,car,"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,no,bad,09/1994,no
"Kenosha, WI",Wisconsin,"(-0.01, 0.01]",,,radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',,3.0,'real estate',,none,own,1.0,'unskilled resident',1.0,none,no,good,09/1994,no
"Racine, WI",Wisconsin,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',guarantor,2.0,'real estate',"(30.0, 40.0]",bank,own,3.0,skilled,1.0,yes,yes,good,09/1994,yes
"Rock, WI",Wisconsin,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,2.0,'female div/dep/mar',none,2.0,car,"(40.0, 50.0]",none,rent,1.0,'unskilled resident',1.0,yes,no,bad,09/1994,no
"Milwaukee, WI",Wisconsin,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid','new car',"(500.0, 1000.0]","[5000.0, 7500.0)",<1,2.0,'male mar/wid',none,2.0,'real estate',"(20.0, 30.0]",none,own,1.0,'unemp/unskilled non res',1.0,none,yes,good,09/1994,yes
"Fayette, WV",West Virginia,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',radio/tv,,"[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,1.0,'no known property',,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,09/1994,no
"Kanawha, WV",West Virginia,"(-10000.0, -1000.0]",,'existing paid',,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,,'male single',,2.0,car,"(20.0, 30.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,,yes,bad,09/1994,yes
"Kanawha, WV",West Virginia,"(-10000.0, -1000.0]",,'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,2.0,'male single',none,2.0,,,none,own,1.0,,1.0,none,no,good,09/1994,no
"Raleigh, WV",West Virginia,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,4.0,'female div/dep/mar',none,4.0,'life insurance',"(20.0, 30.0]",none,own,1.0,skilled,1.0,yes,no,good,09/1994,no
"Wayne, WV",West Virginia,"(0.01, 1000.0]","(36.0, 48.0]",'all paid',,"(2500.0, 5000.0]","[100.0, 500.0)",4<=X<7,,'male single',none,2.0,car,"(20.0, 30.0]",none,,1.0,skilled,1.0,none,yes,bad,09/1994,yes
"Albany, WY",Wyoming,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.01, 100.0)",>=7,1.0,'female div/dep/mar',,4.0,'no known property',"(30.0, 40.0]",none,own,2.0,,1.0,yes,yes,good,10/1994,yes
"Anchorage, AK",Alaska,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.0, 0.01)",4<=X<7,4.0,'female div/dep/mar',none,3.0,car,"(50.0, 60.0]",none,own,2.0,skilled,1.0,yes,no,good,10/1994,no
"Pulaski, AR",Arkansas,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',,2.0,'life insurance',"(20.0, 30.0]",none,own,2.0,skilled,1.0,,no,good,10/1994,no
"Maricopa, AZ",Arizona,"(-0.01, 0.01]","(12.0, 24.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,car,"(40.0, 50.0]",none,own,,skilled,1.0,,yes,bad,10/1994,yes
"Maricopa, AZ",Arizona,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,2.0,'male single',,4.0,'no known property',"(40.0, 50.0]",bank,,1.0,skilled,2.0,yes,no,good,10/1994,no
"Pima, AZ",Arizona,"(-0.01, 0.01]",,'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,1.0,'male single',none,4.0,'life insurance',"(30.0, 40.0]",none,own,1.0,skilled,1.0,yes,no,bad,10/1994,no
"Alameda, CA",California,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,1.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,,no,bad,10/1994,no
"Contra Costa, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit','used car',"(7500.0, 10000.0]","[5000.0, 7500.0)",>=7,2.0,'female div/dep/mar',,4.0,'no known property',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,bad,10/1994,yes
"Contra Costa, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously',business,"(5000.0, 7500.0]","[100.0, 500.0)",4<=X<7,4.0,'male single',none,4.0,car,"(30.0, 40.0]",none,rent,1.0,'high qualif/self emp/mgmt',1.0,,yes,bad,10/1994,yes
"Fresno, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,2.0,'female div/dep/mar',none,4.0,,"(10.0, 20.0]",none,rent,1.0,skilled,1.0,none,no,good,10/1994,no
"Kern, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',repairs,,"[100.0, 500.0)",>=7,3.0,'male single',guarantor,4.0,'real estate',"(40.0, 50.0]",none,own,2.0,skilled,2.0,none,yes,bad,10/1994,yes
"Kern, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'all paid',retraining,"(200.0, 500.0]","[0.01, 100.0)",,4.0,'male mar/wid',none,1.0,car,"(40.0, 50.0]",bank,own,1.0,'unskilled resident',1.0,none,no,good,10/1994,no
"Los Angeles, CA",California,"(0.01, 1000.0]",,'existing paid','new car',"(2500.0, 5000.0]","[100.0, 500.0)",4<=X<7,2.0,,none,3.0,car,"(30.0, 40.0]",bank,own,2.0,skilled,1.0,yes,no,good,10/1994,no
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,1.0,'male single',none,2.0,'real estate',"(30.0, 40.0]",none,own,2.0,'unskilled resident',,none,no,good,10/1994,no
"San Jose, CA",California,"(-0.01, 0.01]","(12.0, 24.0]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,,,,,'real estate',,none,own,1.0,skilled,2.0,,no,good,10/1994,no
"Los Angeles, CA",California,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,4.0,'female div/dep/mar',none,1.0,'life insurance',"(20.0, 30.0]",none,own,2.0,skilled,1.0,,no,good,10/1994,no
"Los Angeles, CA",California,"(-0.01, 0.01]",,'existing paid','domestic appliance',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,3.0,'life insurance',,none,own,2.0,skilled,1.0,yes,no,good,10/1994,no
"Los Angeles, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(5000.0, 7500.0]","[0.01, 100.0)",unemployed,2.0,'male single',none,4.0,'no known property',"(60.0, 70.0]",bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,10/1994,no
"San Francisco, CA",California,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,'life insurance',"(30.0, 40.0]",none,own,1.0,skilled,1.0,,no,good,10/1994,no
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,1.0,'male single',none,2.0,car,"(30.0, 40.0]",none,own,1.0,skilled,,yes,no,bad,10/1994,no
"Monterey, CA",California,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,4.0,'female div/dep/mar',none,,car,"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,no,good,10/1994,no
"Orange, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[7500.0, 10000.0)",<1,4.0,'female div/dep/mar',none,1.0,'real estate',"(10.0, 20.0]",none,own,1.0,skilled,1.0,none,1,bad,10/1994,1
"Riverside, CA",California,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,2.0,,none,4.0,'life insurance',"(20.0, 30.0]",none,rent,,skilled,1.0,yes,no,good,10/1994,no
"Sacramento, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,4.0,'male div/sep',none,4.0,'real estate',"(30.0, 40.0]",none,,2.0,skilled,1.0,yes,yes,good,10/1994,yes
"Sacramento, CA",California,"(-10000.0, -1000.0]","(12.0, 24.0]",'no credits/all paid','new car',"(500.0, 1000.0]","[0.01, 100.0)",>=7,4.0,'male single',none,,car,"(30.0, 40.0]",none,rent,2.0,skilled,2.0,none,yes,bad,10/1994,yes
"San Bernardino, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',furniture/equipment,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,1.0,'real estate',,,own,1.0,skilled,1.0,yes,1,bad,10/1994,1
"San Bernardino, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,3.0,'female div/dep/mar',none,,'life insurance',"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,10/1994,yes
"San Bernardino, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',guarantor,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,,yes,good,10/1994,yes
"San Diego, CA",California,"(-10000.0, -1000.0]","(12.0, 24.0]",'delayed previously',education,"(2500.0, 5000.0]","[0.01, 100.0)",<1,2.0,'male single',none,,'life insurance',"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,1,good,10/1994,1
"San Francisco, CA",California,"(-0.01, 0.01]","(24.0, 36.0]",'all paid','used car',,"[0.0, 0.01)",,4.0,'female div/dep/mar',none,1.0,'real estate',"(50.0, 60.0]",bank,own,1.0,,1.0,yes,yes,bad,10/1994,yes
"San Joaquin, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,,none,1.0,car,,none,own,1.0,skilled,,none,yes,good,10/1994,yes
"Solano, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(200.0, 500.0]","[500.0, 1000.0)",>=7,4.0,'male single',none,4.0,,"(50.0, 60.0]",none,own,2.0,skilled,1.0,,yes,bad,11/1994,yes
"Ventura, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',,2.0,,"(30.0, 40.0]",none,,2.0,'high qualif/self emp/mgmt',2.0,yes,yes,bad,11/1994,yes
"El Paso, CO",Colorado,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',,"(500.0, 1000.0]","[0.0, 0.01)",>=7,,'male single',none,4.0,'real estate',"(60.0, 70.0]",none,own,,skilled,1.0,none,yes,good,11/1994,yes
"Denver, CO",Colorado,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously',,"(7500.0, 10000.0]","[0.0, 0.01)",<1,1.0,'male div/sep',none,1.0,car,"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,no,good,11/1994,no
"Hartford, CT",Connecticut,"(0.01, 1000.0]","(24.0, 36.0]",'delayed previously',,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,,'male div/sep',,2.0,'real estate',"(20.0, 30.0]",stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,11/1994,yes
District of Columbia,District of Columbia,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid',,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",none,,2.0,'unskilled resident',2.0,none,no,bad,11/1994,no
"New Castle, DE",Delaware,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,4.0,'real estate',"(40.0, 50.0]",none,own,1.0,skilled,1.0,yes,yes,bad,11/1994,yes
"Chatham, GA",Georgia,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.01, 100.0)",>=7,4.0,'male single',none,4.0,car,"(30.0, 40.0]",bank,own,1.0,skilled,2.0,yes,yes,good,11/1994,yes
"Clayton, GA",Georgia,"(-0.01, 0.01]","(12.0, 24.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,,none,2.0,'life insurance',"(30.0, 40.0]",none,own,2.0,skilled,1.0,none,yes,bad,11/1994,yes
"De Kalb, GA",Georgia,"(-0.01, 0.01]","(0.0, 12.0]",'all paid',,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,2.0,'female div/dep/mar',none,,,,bank,'for free',1.0,'high qualif/self emp/mgmt',,yes,no,good,11/1994,no
"Dougherty, GA",Georgia,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,2.0,'male single',,3.0,car,"(60.0, 70.0]",none,'for free',3.0,'unemp/unskilled non res',1.0,yes,no,bad,11/1994,no
"Dougherty, GA",Georgia,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[100.0, 500.0)",4<=X<7,4.0,'male mar/wid',none,,,"(10.0, 20.0]",none,own,1.0,skilled,1.0,,yes,good,11/1994,yes
"Fulton, GA",Georgia,"(0.01, 1000.0]","(12.0, 24.0]",'no credits/all paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,'female div/dep/mar',none,,car,"(30.0, 40.0]",bank,own,2.0,skilled,1.0,yes,1,bad,11/1994,1
"Fulton, GA",Georgia,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,2.0,'male single',none,3.0,,"(50.0, 60.0]",none,own,3.0,,,yes,yes,bad,11/1994,yes
"Gwinnett, GA",Georgia,"(0.01, 1000.0]","(36.0, 48.0]",'no credits/all paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",none,,1.0,'unskilled resident',2.0,none,1,good,11/1994,1
"Muscogee, GA",Georgia,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',business,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,2.0,,"(30.0, 40.0]",none,own,1.0,skilled,2.0,yes,yes,good,11/1994,yes
"Fulton, GA",Georgia,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,2.0,'male mar/wid',none,2.0,'real estate',"(20.0, 30.0]",none,,1.0,skilled,1.0,none,1,bad,11/1994,1
"Honolulu, HI",Hawaii,"(-0.01, 0.01]","(36.0, 48.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,,'male single',guarantor,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,bad,11/1994,yes
"Cook, IL",Illinois,"(-0.01, 0.01]",,'critical/other existing credit',education,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,2.0,'female div/dep/mar',none,3.0,car,"(30.0, 40.0]",none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,11/1994,yes
"Vanderburgh, IN",Indiana,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,1.0,'female div/dep/mar',none,1.0,car,"(20.0, 30.0]",none,own,2.0,skilled,1.0,yes,yes,bad,11/1994,yes
