state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
Pennsylvania,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',>=7,?,'male single',none,4,'real estate','(60.0, 70.0]',none,own,2,skilled,1,yes,no,bad,05/1994,no
Virginia,'(50.0, 100.0]','(0.0, 12.0]','delayed previously',?,'(1000.0, 2500.0]','[100.0, 500.0)',>=7,1,?,none,2,car,'(30.0, 40.0]',bank,own,2,skilled,?,none,no,good,08/1994,no
Virginia,'(-0.01, 0.01]',?,'existing paid',education,'(200.0, 500.0]','[0.0, 0.01)',<1,?,'female div/dep/mar',none,?,'life insurance','(20.0, 30.0]',none,?,1,skilled,1,yes,yes,good,08/1994,yes
Virginia,'(50.0, 100.0]','(12.0, 24.0]','existing paid','new car','(5000.0, 7500.0]','[50.0, 100.0)',4<=X<7,?,'male single',none,3,?,'(20.0, 30.0]',none,rent,1,'unskilled resident',1,none,no,bad,08/1994,no
Virginia,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','new car','(7500.0, 10000.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,2,'real estate','(20.0, 30.0]',stores,own,?,skilled,1,yes,yes,good,08/1994,yes
Virginia,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,?,'[0.0, 0.01)',>=7,3,'male mar/wid',none,1,'real estate','(30.0, 40.0]',none,own,1,skilled,1,none,no,bad,08/1994,no
Virginia,'(-0.01, 0.01]','(36.0, 48.0]',?,radio/tv,?,'[0.0, 0.01)',>=7,4,'male single',none,1,'real estate','(40.0, 50.0]',none,own,1,skilled,1,yes,no,good,08/1994,no
Vermont,'(-10000.0, -7500.0]',?,'existing paid',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',4<=X<7,4,'female div/dep/mar',none,3,car,'(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,good,09/1994,no
Vermont,'(-500.0, -100.0]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',?,2,'female div/dep/mar','co applicant',3,'real estate',?,none,rent,2,skilled,1,?,no,good,09/1994,no
Washington,'(-7500.0, -5000.0]','(24.0, 36.0]','critical/other existing credit',furniture/equipment,'(2500.0, 5000.0]','[500.0, 1000.0)',?,1,'female div/dep/mar',none,4,car,'(20.0, 30.0]',none,own,2,skilled,1,?,no,good,09/1994,no
Washington,'(100.0, 500.0]','(0.0, 12.0]',?,'new car','(1000.0, 2500.0]','[500.0, 1000.0)',4<=X<7,3,'male div/sep',none,3,car,'(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,09/1994,yes
Washington,'(-5000.0, -2500.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.01, 20.0)',1<=X<4,3,'female div/dep/mar',none,2,'real estate','(20.0, 30.0]',none,own,2,skilled,1,yes,yes,good,09/1994,yes
Washington,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','used car',?,'[0.0, 0.01)',?,4,?,none,?,car,'(40.0, 50.0]',none,rent,2,'high qualif/self emp/mgmt',?,yes,no,good,09/1994,no
Washington,'(-0.01, 0.01]',?,?,furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,?,'male single',none,2,'real estate','(20.0, 30.0]',none,rent,?,'unskilled resident',?,none,yes,bad,09/1994,yes
Washington,'(2500.0, 5000.0]','(0.0, 12.0]','critical/other existing credit','new car','(500.0, 1000.0]','[50.0, 100.0)',?,?,'male single',?,4,'no known property','(60.0, 70.0]',none,'for free',2,skilled,1,yes,yes,good,09/1994,yes
Washington,'(50.0, 100.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',?,4,'female div/dep/mar',none,3,'real estate',?,?,rent,1,?,1,none,no,good,09/1994,no
Washington,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[20.0, 50.0)',1<=X<4,4,'male single',?,2,'life insurance','(20.0, 30.0]',none,own,2,skilled,1,none,yes,bad,09/1994,yes
Washington,'(-7500.0, -5000.0]','(0.0, 12.0]',?,radio/tv,?,'[0.01, 20.0)',1<=X<4,4,'male mar/wid',none,2,'real estate','(30.0, 40.0]',none,own,1,'unskilled resident',1,none,yes,good,09/1994,yes
Washington,'(100.0, 500.0]','(0.0, 12.0]','existing paid',repairs,?,'[20.0, 50.0)',1<=X<4,?,'male single',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,none,no,bad,09/1994,no
Washington,'(100.0, 500.0]','(0.0, 12.0]','critical/other existing credit','used car','(1000.0, 2500.0]','[20.0, 50.0)',unemployed,4,'male single',?,2,car,'(30.0, 40.0]',none,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad,09/1994,yes
Washington,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit','new car',?,'[0.0, 0.01)',1<=X<4,3,'female div/dep/mar','co applicant',2,'real estate','(20.0, 30.0]',none,own,2,?,1,none,yes,good,09/1994,yes
Washington,'(100.0, 500.0]','(36.0, 48.0]','existing paid','new car','(7500.0, 10000.0]','[0.0, 0.01)',4<=X<7,1,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,none,no,bad,09/1994,no
Washington,'(-5000.0, -2500.0]','(24.0, 36.0]','delayed previously',education,'(5000.0, 7500.0]','[0.01, 20.0)',1<=X<4,4,'male single',none,3,'life insurance','(20.0, 30.0]',stores,own,1,skilled,1,yes,yes,bad,09/1994,yes
Washington,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',furniture/equipment,?,'[0.0, 0.01)',<1,2,'male single',none,3,'life insurance','(20.0, 30.0]',bank,own,2,'unskilled resident',1,none,no,good,09/1994,no
Washington,'(-0.01, 0.01]',?,'existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,4,'no known property','(40.0, 50.0]',bank,'for free',2,skilled,1,none,yes,bad,09/1994,yes
Washington,'(-0.01, 0.01]',?,'existing paid',radio/tv,?,'[0.0, 0.01)',4<=X<7,2,'female div/dep/mar',none,?,'real estate','(20.0, 30.0]',none,own,1,skilled,1,?,yes,bad,09/1994,yes
Wisconsin,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',?,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'female div/dep/mar',none,2,?,'(30.0, 40.0]',none,own,2,skilled,1,yes,yes,bad,09/1994,yes
Wisconsin,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously','used car','(7500.0, 10000.0]','[0.0, 0.01)',1<=X<4,2,'male single',none,2,car,'(20.0, 30.0]',none,own,2,skilled,1,none,no,bad,09/1994,no
Wisconsin,'(-0.01, 0.01]',?,?,radio/tv,'(500.0, 1000.0]','[0.0, 0.01)',1<=X<4,4,'male single',?,3,'real estate',?,none,own,1,'unskilled resident',1,none,no,good,09/1994,no
Wisconsin,'(50.0, 100.0]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,4,'male single',guarantor,2,'real estate','(30.0, 40.0]',bank,own,3,skilled,1,yes,yes,good,09/1994,yes
Wisconsin,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',?,2,'female div/dep/mar',none,2,car,'(40.0, 50.0]',none,rent,1,'unskilled resident',1,yes,no,bad,09/1994,no
Wisconsin,'(7500.0, 10000.0]','(0.0, 12.0]','existing paid','new car','(500.0, 1000.0]','[5000.0, 7500.0)',<1,2,'male mar/wid',none,2,'real estate','(20.0, 30.0]',none,own,1,'unemp/unskilled non res',1,none,yes,good,09/1994,yes
'West Virginia','(0.01, 20.0]','(24.0, 36.0]','existing paid',radio/tv,?,'[50.0, 100.0)',<1,4,'female div/dep/mar',none,1,'no known property',?,none,own,1,'high qualif/self emp/mgmt',1,yes,no,bad,09/1994,no
'West Virginia','(-5000.0, -2500.0]',?,'existing paid',?,'(2500.0, 5000.0]','[0.01, 20.0)',1<=X<4,?,'male single',?,2,car,'(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,?,yes,bad,09/1994,yes
'West Virginia','(-7500.0, -5000.0]',?,'existing paid',furniture/equipment,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,2,'male single',none,2,?,?,none,own,1,?,1,none,no,good,09/1994,no
'West Virginia','(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',<1,4,'female div/dep/mar',none,4,'life insurance','(20.0, 30.0]',none,own,1,skilled,1,yes,no,good,09/1994,no
'West Virginia','(20.0, 50.0]','(36.0, 48.0]','all paid',?,'(2500.0, 5000.0]','[100.0, 500.0)',4<=X<7,?,'male single',none,2,car,'(20.0, 30.0]',none,?,1,skilled,1,none,yes,bad,09/1994,yes
Wyoming,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(500.0, 1000.0]','[0.01, 20.0)',>=7,1,'female div/dep/mar',?,4,'no known property','(30.0, 40.0]',none,own,2,?,1,yes,yes,good,10/1994,yes
Alaska,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(500.0, 1000.0]','[0.0, 0.01)',4<=X<7,4,'female div/dep/mar',none,3,car,'(50.0, 60.0]',none,own,2,skilled,1,yes,no,good,10/1994,no
Arkansas,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit',furniture/equipment,'(5000.0, 7500.0]','[0.0, 0.01)',1<=X<4,3,'male single',?,2,'life insurance','(20.0, 30.0]',none,own,2,skilled,1,?,no,good,10/1994,no
Arizona,'(-0.01, 0.01]','(12.0, 24.0]',?,radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,?,none,4,car,'(40.0, 50.0]',none,own,?,skilled,1,?,yes,bad,10/1994,yes
Arizona,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,2,'male single',?,4,'no known property','(40.0, 50.0]',bank,?,1,skilled,2,yes,no,good,10/1994,no
Arizona,'(-0.01, 0.01]',?,'existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,1,'male single',none,4,'life insurance','(30.0, 40.0]',none,own,1,skilled,1,yes,no,bad,10/1994,no
California,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,1,car,'(20.0, 30.0]',none,own,1,skilled,1,?,no,bad,10/1994,no
California,'(100.0, 500.0]','(12.0, 24.0]','critical/other existing credit','used car','(7500.0, 10000.0]','[5000.0, 7500.0)',>=7,2,'female div/dep/mar',?,4,'no known property','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,bad,10/1994,yes
California,'(100.0, 500.0]','(12.0, 24.0]','delayed previously',business,'(5000.0, 7500.0]','[100.0, 500.0)',4<=X<7,4,'male single',none,4,car,'(30.0, 40.0]',none,rent,1,'high qualif/self emp/mgmt',1,?,yes,bad,10/1994,yes
California,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,2,'female div/dep/mar',none,4,?,'(10.0, 20.0]',none,rent,1,skilled,1,none,no,good,10/1994,no
California,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',repairs,?,'[100.0, 500.0)',>=7,3,'male single',guarantor,4,'real estate','(40.0, 50.0]',none,own,2,skilled,2,none,yes,bad,10/1994,yes
California,'(-10000.0, -7500.0]','(0.0, 12.0]','all paid',retraining,'(200.0, 500.0]','[20.0, 50.0)',?,4,'male mar/wid',none,1,car,'(40.0, 50.0]',bank,own,1,'unskilled resident',1,none,no,good,10/1994,no
California,'(100.0, 500.0]',?,'existing paid','new car','(2500.0, 5000.0]','[100.0, 500.0)',4<=X<7,2,?,none,3,car,'(30.0, 40.0]',bank,own,2,skilled,1,yes,no,good,10/1994,no
California,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,1,'male single',none,2,'real estate','(30.0, 40.0]',none,own,2,'unskilled resident',?,none,no,good,10/1994,no
California,'(-0.01, 0.01]','(12.0, 24.0]',?,radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,?,?,?,?,'real estate',?,none,own,1,skilled,2,?,no,good,10/1994,no
California,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',<1,4,'female div/dep/mar',none,1,'life insurance','(20.0, 30.0]',none,own,2,skilled,1,?,no,good,10/1994,no
California,'(-0.01, 0.01]',?,'existing paid','domestic appliance','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,3,'life insurance',?,none,own,2,skilled,1,yes,no,good,10/1994,no
California,'(20.0, 50.0]','(0.0, 12.0]','existing paid','new car','(5000.0, 7500.0]','[50.0, 100.0)',unemployed,2,'male single',none,4,'no known property','(60.0, 70.0]',bank,'for free',1,'high qualif/self emp/mgmt',1,yes,no,bad,10/1994,no
California,'(-0.01, 0.01]','(24.0, 36.0]','existing paid','new car','(500.0, 1000.0]','[0.0, 0.01)',>=7,4,?,none,4,'life insurance','(30.0, 40.0]',none,own,1,skilled,1,?,no,good,10/1994,no
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,1,'male single',none,2,car,'(30.0, 40.0]',none,own,1,skilled,?,yes,no,bad,10/1994,no
California,'(-5000.0, -2500.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[20.0, 50.0)',unemployed,4,'female div/dep/mar',none,?,car,'(30.0, 40.0]',none,own,1,skilled,1,none,no,good,10/1994,no
California,'(20.0, 50.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[7500.0, 10000.0)',<1,4,'female div/dep/mar',none,1,'real estate','(10.0, 20.0]',none,own,1,skilled,1,none,yes,bad,10/1994,yes
California,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,2,?,none,4,'life insurance','(20.0, 30.0]',none,rent,?,skilled,1,yes,no,good,10/1994,no
California,'(50.0, 100.0]','(12.0, 24.0]','critical/other existing credit',business,'(1000.0, 2500.0]','[50.0, 100.0)',>=7,4,'male div/sep',none,4,'real estate','(30.0, 40.0]',none,?,2,skilled,1,yes,yes,good,10/1994,yes
California,'(-7500.0, -5000.0]','(12.0, 24.0]','no credits/all paid','new car','(500.0, 1000.0]','[50.0, 100.0)',>=7,4,'male single',none,?,car,'(30.0, 40.0]',none,rent,2,skilled,2,none,yes,bad,10/1994,yes
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',furniture/equipment,'(500.0, 1000.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,1,'real estate',?,?,own,1,skilled,1,yes,yes,bad,10/1994,yes
California,'(50.0, 100.0]','(12.0, 24.0]','delayed previously',furniture/equipment,'(1000.0, 2500.0]','[50.0, 100.0)',unemployed,3,'female div/dep/mar',none,?,'life insurance','(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,10/1994,yes
California,'(50.0, 100.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'male single',guarantor,2,'real estate','(30.0, 40.0]',none,own,1,skilled,1,?,yes,good,10/1994,yes
California,'(-5000.0, -2500.0]','(12.0, 24.0]','delayed previously',education,'(2500.0, 5000.0]','[50.0, 100.0)',<1,2,'male single',none,?,'life insurance','(20.0, 30.0]',none,own,2,skilled,1,none,yes,good,10/1994,yes
California,'(-0.01, 0.01]','(24.0, 36.0]','all paid','used car',?,'[0.0, 0.01)',?,4,'female div/dep/mar',none,1,'real estate','(50.0, 60.0]',bank,own,1,?,1,yes,yes,bad,10/1994,yes
California,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[20.0, 50.0)',1<=X<4,2,?,none,1,car,?,none,own,1,skilled,?,none,yes,good,10/1994,yes
California,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(200.0, 500.0]','[500.0, 1000.0)',>=7,4,'male single',none,4,?,'(50.0, 60.0]',none,own,2,skilled,1,?,yes,bad,11/1994,yes
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',?,2,?,'(30.0, 40.0]',none,?,2,'high qualif/self emp/mgmt',2,yes,yes,bad,11/1994,yes
Colorado,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',?,'(500.0, 1000.0]','[0.0, 0.01)',>=7,?,'male single',none,4,'real estate','(60.0, 70.0]',none,own,?,skilled,1,none,yes,good,11/1994,yes
Colorado,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',?,'(7500.0, 10000.0]','[0.0, 0.01)',<1,1,'male div/sep',none,1,car,'(20.0, 30.0]',none,own,2,skilled,1,none,no,good,11/1994,no
Connecticut,'(50.0, 100.0]','(24.0, 36.0]','delayed previously',?,'(2500.0, 5000.0]','[20.0, 50.0)',1<=X<4,?,'male div/sep',?,2,'real estate','(20.0, 30.0]',stores,own,2,'high qualif/self emp/mgmt',1,yes,yes,good,11/1994,yes
'District of Columbia','(-5000.0, -2500.0]','(12.0, 24.0]','all paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,2,'life insurance','(30.0, 40.0]',none,?,2,'unskilled resident',2,none,no,bad,11/1994,no
Delaware,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,4,'real estate','(40.0, 50.0]',none,own,1,skilled,1,yes,yes,bad,11/1994,yes
Georgia,'(100.0, 500.0]','(12.0, 24.0]','critical/other existing credit','new car','(500.0, 1000.0]','[50.0, 100.0)',>=7,4,'male single',none,4,car,'(30.0, 40.0]',bank,own,1,skilled,2,yes,yes,good,11/1994,yes
Georgia,'(-0.01, 0.01]','(12.0, 24.0]',?,radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,?,none,2,'life insurance','(30.0, 40.0]',none,own,2,skilled,1,none,yes,bad,11/1994,yes
Georgia,'(-0.01, 0.01]','(0.0, 12.0]','all paid',?,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,2,'female div/dep/mar',none,?,?,?,bank,'for free',1,'high qualif/self emp/mgmt',?,yes,no,good,11/1994,no
Georgia,'(0.01, 20.0]','(12.0, 24.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[50.0, 100.0)',unemployed,2,'male single',?,3,car,'(60.0, 70.0]',none,'for free',3,'unemp/unskilled non res',1,yes,no,bad,11/1994,no
Georgia,'(-10000.0, -7500.0]','(0.0, 12.0]','existing paid',radio/tv,'(500.0, 1000.0]','[100.0, 500.0)',4<=X<7,4,'male mar/wid',none,?,?,'(10.0, 20.0]',none,own,1,skilled,1,?,yes,good,11/1994,yes
Georgia,'(100.0, 500.0]','(12.0, 24.0]','no credits/all paid',furniture/equipment,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,1,'female div/dep/mar',none,?,car,'(30.0, 40.0]',bank,own,2,skilled,1,yes,yes,bad,11/1994,yes
Georgia,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',business,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,2,'male single',none,3,?,'(50.0, 60.0]',none,own,3,?,?,yes,yes,bad,11/1994,yes
Georgia,'(0.01, 20.0]','(36.0, 48.0]','no credits/all paid',business,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,4,'no known property','(30.0, 40.0]',none,?,1,'unskilled resident',2,none,yes,good,11/1994,yes
Georgia,'(0.01, 20.0]','(24.0, 36.0]','existing paid',business,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,4,'male single',none,2,?,'(30.0, 40.0]',none,own,1,skilled,2,yes,yes,good,11/1994,yes
Georgia,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,2,'male mar/wid',none,2,'real estate','(20.0, 30.0]',none,?,1,skilled,1,none,yes,bad,11/1994,yes
Hawaii,'(-0.01, 0.01]','(36.0, 48.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,?,'male single',guarantor,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,bad,11/1994,yes
Illinois,'(-0.01, 0.01]',?,'critical/other existing credit',education,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,2,'female div/dep/mar',none,3,car,'(30.0, 40.0]',none,own,2,'high qualif/self emp/mgmt',1,yes,yes,good,11/1994,yes
Indiana,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,1,'female div/dep/mar',none,1,car,'(20.0, 30.0]',none,own,2,skilled,1,yes,yes,bad,11/1994,yes
Indiana,'(20.0, 50.0]',?,'existing paid',furniture/equipment,'(500.0, 1000.0]','[100.0, 500.0)',<1,4,'female div/dep/mar',none,4,car,'(20.0, 30.0]',bank,rent,4,skilled,1,?,yes,good,11/1994,yes
Kentucky,'(50.0, 100.0]','(12.0, 24.0]','existing paid','used car','(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'no known property','(30.0, 40.0]',bank,'for free',1,skilled,1,yes,no,bad,11/1994,no
Kentucky,'(0.01, 20.0]','(12.0, 24.0]','delayed previously',?,'(2500.0, 5000.0]','[20.0, 50.0)',>=7,4,'male div/sep',none,3,?,'(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,good,11/1994,no
Kentucky,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',?,'(500.0, 1000.0]','[0.0, 0.01)',>=7,?,'male single',none,2,car,?,none,own,2,skilled,1,yes,yes,bad,11/1994,yes
Louisiana,'(-2500.0, -1000.0]','(0.0, 12.0]','existing paid',?,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'male mar/wid',none,3,?,'(20.0, 30.0]',none,own,1,'unskilled resident',1,none,yes,bad,11/1994,yes
Louisiana,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',business,'(5000.0, 7500.0]','[0.0, 0.01)',4<=X<7,3,'male single',none,4,car,?,none,own,2,skilled,?,none,yes,bad,11/1994,yes
Louisiana,'(-5000.0, -2500.0]','(0.0, 12.0]','existing paid',retraining,'(500.0, 1000.0]','[50.0, 100.0)',4<=X<7,4,'male mar/wid',?,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,none,no,bad,11/1994,no
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',>=7,?,'male single',none,1,?,'(30.0, 40.0]',none,own,?,'unskilled resident',2,none,no,bad,11/1994,no
Massachusetts,'(-500.0, -100.0]','(24.0, 36.0]','critical/other existing credit',?,'(10000.0, 12500.0]','[0.01, 20.0)',>=7,3,'male single',none,4,'no known property','(30.0, 40.0]',none,'for free',3,?,2,yes,no,good,11/1994,no
Massachusetts,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'real estate','(40.0, 50.0]',none,?,3,?,1,yes,no,bad,11/1994,no
Maryland,'(50.0, 100.0]','(0.0, 12.0]','critical/other existing credit','domestic appliance','(1000.0, 2500.0]','[50.0, 100.0)',4<=X<7,?,'male single',none,3,'life insurance','(20.0, 30.0]',none,own,1,?,1,none,no,bad,12/1994,no
Maryland,'(-2500.0, -1000.0]','(12.0, 24.0]','existing paid',business,'(5000.0, 7500.0]','[0.01, 20.0)',1<=X<4,2,?,none,2,car,'(20.0, 30.0]',stores,own,1,'unskilled resident',1,none,yes,good,12/1994,yes
Maryland,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','used car','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,3,'male single',?,2,'life insurance','(50.0, 60.0]',none,own,?,skilled,?,?,no,good,12/1994,no
Michigan,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',?,1,?,none,2,'real estate','(30.0, 40.0]',none,?,2,skilled,2,none,no,bad,12/1994,no
Michigan,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,2,'female div/dep/mar',none,4,'real estate','(40.0, 50.0]',none,own,1,'unskilled resident',1,yes,yes,bad,12/1994,yes
Michigan,'(-2500.0, -1000.0]','(24.0, 36.0]','no credits/all paid',business,'(5000.0, 7500.0]','[20.0, 50.0)',unemployed,2,'male single',none,?,?,?,stores,?,2,skilled,1,yes,no,good,12/1994,no
Michigan,'(5000.0, 7500.0]','(24.0, 36.0]','delayed previously',business,'(1000.0, 2500.0]','[50.0, 100.0)',>=7,4,'male single',none,4,'real estate','(60.0, 70.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,bad,12/1994,no
Missouri,'(-0.01, 0.01]','(24.0, 36.0]',?,radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,?,none,?,car,?,none,own,?,skilled,1,yes,yes,good,12/1994,yes
Missouri,'(100.0, 500.0]','(0.0, 12.0]','critical/other existing credit',?,'(500.0, 1000.0]','[0.0, 0.01)',?,1,'female div/dep/mar',none,3,'life insurance','(30.0, 40.0]',none,own,2,'unskilled resident',1,none,no,good,12/1994,no
Missouri,'(-0.01, 0.01]','(12.0, 24.0]','no credits/all paid',business,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,?,'male single',none,1,'life insurance',?,bank,own,1,skilled,1,yes,no,good,12/1994,no
