,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
581,Maryland,11.12,12.0,'critical/other existing credit','new car',3124.0,52.67,,1.0,'male single',none,3.0,'real estate',49.0,bank,own,2.0,,2.0,none,no,bad,12/1995,no
582,Michigan,0.0,9.0,'existing paid',furniture/equipment,1388.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,2.0,'real estate',26.0,none,rent,1.0,skilled,,none,yes,good,12/1995,yes
583,Missouri,158.08,36.0,'existing paid',repairs,2384.0,59.98,<1,4.0,'male single',none,1.0,'no known property',33.0,none,rent,1.0,'unskilled resident',1.0,none,no,good,12/1995,no
584,Nevada,0.0,12.0,'existing paid','new car',2133.0,0.0,>=7,4.0,'female div/dep/mar',none,4.0,'no known property',52.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,12/1995,no
585,New York,-7660.79,18.0,'existing paid',furniture/equipment,2039.0,66.73,1<=X<4,1.0,'female div/dep/mar',none,4.0,,20.0,bank,rent,1.0,skilled,1.0,none,yes,bad,12/1995,yes
586,Pennsylvania,-2109.83,9.0,'critical/other existing credit','new car',2799.0,52.78,1<=X<4,2.0,'male single',none,2.0,'real estate',36.0,none,rent,2.0,skilled,2.0,none,yes,good,12/1995,yes
587,Texas,-8493.58,12.0,'existing paid',furniture/equipment,1289.0,33.14,1<=X<4,4.0,'male single',,1.0,'life insurance',21.0,none,own,1.0,'unskilled resident',1.0,none,no,bad,12/1995,no
588,Texas,-4419.02,,'existing paid','domestic appliance',1217.0,0.0,1<=X<4,4.0,'male mar/wid',none,,'real estate',47.0,none,own,1.0,'unskilled resident',1.0,yes,no,bad,12/1995,no
589,California,-7550.63,12.0,'critical/other existing credit',furniture/equipment,2246.0,2.68,>=7,,'male single',none,3.0,'life insurance',60.0,none,own,2.0,skilled,1.0,none,yes,good,12/1995,yes
590,Illinois,-7837.91,12.0,'critical/other existing credit',radio/tv,,72.73,4<=X<7,4.0,'female div/dep/mar',none,3.0,'real estate',58.0,none,own,4.0,'unskilled resident',1.0,yes,no,bad,12/1995,no
591,Michigan,23.86,,'delayed previously','new car',1965.0,0.0,1<=X<4,4.0,,none,4.0,car,,none,,2.0,skilled,1.0,yes,no,good,12/1995,no
592,Missouri,0.0,21.0,'existing paid',business,,0.0,>=7,4.0,'female div/dep/mar',none,4.0,'real estate',36.0,bank,own,1.0,'unskilled resident',1.0,,no,good,12/1995,no
593,New York,51.5,24.0,'existing paid','new car',2718.0,64.05,1<=X<4,3.0,'female div/dep/mar',none,4.0,'life insurance',20.0,none,,,'unskilled resident',1.0,yes,yes,bad,12/1995,yes
594,Pennsylvania,-6474.5,24.0,'all paid',other,1358.0,0.0,>=7,,'male single',none,3.0,car,40.0,stores,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1995,yes
595,Texas,137.68,6.0,,'new car',931.0,324.58,<1,1.0,'female div/dep/mar',none,1.0,'life insurance',32.0,stores,own,1.0,,1.0,none,yes,good,12/1995,yes
596,California,-7808.18,24.0,'existing paid','new car',1442.0,25.48,,4.0,'female div/dep/mar',none,,car,23.0,none,rent,2.0,skilled,1.0,none,yes,good,12/1995,yes
597,Illinois,100.19,24.0,'no credits/all paid',business,4241.0,13.53,1<=X<4,1.0,'male single',none,4.0,'real estate',36.0,none,own,3.0,'unskilled resident',1.0,yes,no,good,12/1995,no
598,Maryland,0.0,18.0,'critical/other existing credit','new car',,0.0,4<=X<7,2.0,'male single',none,2.0,'life insurance',31.0,bank,own,2.0,,1.0,none,no,bad,12/1995,no
599,Michigan,0.0,24.0,'delayed previously',business,3863.0,0.0,1<=X<4,1.0,'male single',none,,'no known property',32.0,none,'for free',1.0,,1.0,,no,bad,12/1995,no
600,Missouri,141.17,7.0,'existing paid',,2329.0,76.66,<1,1.0,'female div/dep/mar',guarantor,1.0,'real estate',45.0,none,,1.0,skilled,1.0,none,yes,good,12/1995,yes
601,New York,48.14,9.0,'existing paid',,918.0,84.97,,4.0,'female div/dep/mar',none,,'life insurance',,none,own,1.0,skilled,,none,no,bad,01/1996,no
602,Pennsylvania,10.4,24.0,'all paid',education,1837.0,53.92,4<=X<7,4.0,'female div/dep/mar',none,4.0,'no known property',34.0,bank,'for free',1.0,'unskilled resident',1.0,none,yes,good,01/1996,yes
603,Texas,0.0,36.0,'existing paid',furniture/equipment,3349.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,2.0,car,28.0,none,,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,01/1996,yes
604,California,1789.83,10.0,'existing paid',furniture/equipment,1275.0,58.68,<1,4.0,,none,2.0,'life insurance',23.0,none,own,1.0,,1.0,none,yes,good,01/1996,yes
605,Illinois,-4763.99,24.0,'all paid',furniture/equipment,,776.87,1<=X<4,,'male single',none,4.0,'real estate',22.0,stores,own,1.0,skilled,1.0,yes,yes,good,01/1996,yes
606,Michigan,0.0,24.0,'critical/other existing credit',business,4526.0,0.0,1<=X<4,3.0,'male single',,2.0,'real estate',74.0,none,own,1.0,,1.0,yes,yes,good,01/1996,yes
607,Missouri,168.77,36.0,'existing paid',,2671.0,0.0,,4.0,'female div/dep/mar',,4.0,'no known property',50.0,,'for free',1.0,skilled,1.0,,yes,good,01/1996,yes
608,New York,0.0,,'existing paid',radio/tv,,0.0,<1,4.0,'male single',none,1.0,'real estate',33.0,none,own,1.0,skilled,1.0,none,no,bad,01/1996,no
609,Pennsylvania,0.0,15.0,'existing paid','used car',1300.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',45.0,bank,'for free',1.0,skilled,2.0,none,no,good,01/1996,no
610,Texas,-6772.88,12.0,'existing paid','domestic appliance',741.0,280.59,unemployed,,'female div/dep/mar',none,3.0,'life insurance',22.0,none,,1.0,skilled,1.0,none,no,good,01/1996,no
611,Texas,3206.06,,'existing paid','new car',1240.0,191.82,,1.0,'female div/dep/mar',none,4.0,'no known property',,,'for free',1.0,'unskilled resident',2.0,none,yes,good,01/1996,yes
612,California,-1041.19,21.0,'existing paid',radio/tv,3357.0,8629.45,<1,4.0,'female div/dep/mar',none,2.0,car,29.0,bank,,1.0,skilled,1.0,none,yes,good,01/1996,yes
613,Illinois,-2735.83,24.0,'all paid','used car',3632.0,58.25,1<=X<4,1.0,'female div/dep/mar',guarantor,4.0,car,22.0,bank,rent,1.0,,1.0,none,no,good,01/1996,no
614,Indiana,0.0,18.0,'delayed previously',furniture/equipment,1808.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,1.0,'real estate',,none,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
615,Maryland,141.49,48.0,'no credits/all paid',business,12204.0,0.0,1<=X<4,2.0,'male single',none,2.0,car,48.0,,own,1.0,'high qualif/self emp/mgmt',,,no,good,01/1996,no
616,Michigan,162.45,60.0,'delayed previously',radio/tv,,0.0,1<=X<4,2.0,,none,2.0,'no known property',27.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,none,yes,bad,01/1996,yes
617,Missouri,-3041.24,6.0,'critical/other existing credit','new car',3676.0,29.16,1<=X<4,1.0,,none,3.0,'real estate',37.0,none,rent,3.0,skilled,2.0,none,no,good,01/1996,no
618,New York,132.49,30.0,'existing paid',furniture/equipment,3441.0,0.0,1<=X<4,,'female div/dep/mar','co applicant',4.0,car,21.0,none,rent,1.0,skilled,,none,no,good,01/1996,no
619,Pennsylvania,0.0,12.0,'existing paid','new car',640.0,0.0,1<=X<4,,'male div/sep',none,2.0,'real estate',49.0,none,own,1.0,'unskilled resident',1.0,none,yes,bad,01/1996,yes
620,Texas,19.98,21.0,'critical/other existing credit',business,3652.0,51.81,4<=X<7,2.0,'male single',none,3.0,'life insurance',27.0,,own,2.0,skilled,1.0,none,yes,good,01/1996,yes
621,California,0.0,18.0,'critical/other existing credit','new car',1530.0,0.0,1<=X<4,3.0,'male single',none,2.0,'life insurance',32.0,bank,own,2.0,skilled,1.0,none,no,good,01/1996,no
622,Illinois,0.0,48.0,'existing paid',business,3914.0,0.0,1<=X<4,4.0,'male div/sep',none,2.0,'real estate',38.0,bank,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
623,Michigan,-5290.04,12.0,'existing paid',furniture/equipment,,60.63,<1,4.0,'female div/dep/mar',none,1.0,car,22.0,none,,1.0,skilled,,none,no,good,01/1996,no
624,Missouri,-663.09,18.0,'existing paid',radio/tv,2600.0,20.07,1<=X<4,4.0,'male single',none,4.0,'no known property',65.0,none,'for free',2.0,skilled,1.0,none,no,good,01/1996,no
625,New York,0.0,15.0,'existing paid',radio/tv,1979.0,0.0,>=7,4.0,'male single',,2.0,car,35.0,none,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
626,Pennsylvania,7470.59,6.0,,furniture/equipment,,28.02,1<=X<4,2.0,,none,2.0,'real estate',41.0,none,,1.0,skilled,1.0,,yes,bad,01/1996,yes
627,Texas,0.0,9.0,'all paid','new car',1437.0,0.0,4<=X<7,2.0,'male single',none,3.0,'no known property',29.0,none,own,1.0,,1.0,none,yes,bad,01/1996,yes
628,Alabama,0.0,42.0,'critical/other existing credit',furniture/equipment,4042.0,0.0,1<=X<4,4.0,'male single',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,yes,no,bad,01/1996,no
629,California,0.0,9.0,'existing paid',education,3832.0,0.0,>=7,1.0,'male single',none,4.0,'real estate',64.0,none,own,1.0,'unskilled resident',1.0,,no,bad,01/1996,no
630,Illinois,-1681.76,,'existing paid',radio/tv,3660.0,89.73,1<=X<4,2.0,'female div/dep/mar',none,4.0,car,28.0,none,own,1.0,skilled,,none,yes,bad,01/1996,yes
631,Michigan,-5831.23,18.0,'all paid',furniture/equipment,,77.99,1<=X<4,4.0,'male single',,3.0,car,44.0,,own,,skilled,1.0,none,yes,good,01/1996,yes
632,Missouri,41.2,15.0,'existing paid',radio/tv,,0.0,<1,4.0,'male single',none,,'life insurance',23.0,none,own,1.0,skilled,1.0,none,yes,bad,02/1996,yes
633,New York,0.0,9.0,'existing paid',furniture/equipment,1980.0,0.0,<1,2.0,'female div/dep/mar','co applicant',2.0,car,19.0,none,rent,2.0,skilled,1.0,none,no,good,02/1996,no
634,Texas,184.6,24.0,'existing paid','new car',1355.0,30.24,<1,3.0,'female div/dep/mar',none,,car,25.0,none,own,1.0,'unskilled resident',1.0,yes,yes,bad,02/1996,yes
635,California,0.0,12.0,'existing paid',education,1393.0,0.0,>=7,4.0,'male single',none,4.0,'life insurance',47.0,bank,,3.0,skilled,2.0,yes,yes,bad,02/1996,yes
636,Florida,0.0,24.0,'existing paid',radio/tv,1376.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,1.0,,,none,own,1.0,skilled,1.0,none,yes,bad,02/1996,yes
637,Illinois,0.0,60.0,'delayed previously',radio/tv,15653.0,0.0,4<=X<7,2.0,,none,4.0,,21.0,none,own,2.0,skilled,1.0,yes,no,bad,02/1996,no
638,Michigan,0.0,12.0,'existing paid',radio/tv,1493.0,0.0,<1,,'female div/dep/mar',none,3.0,car,,none,own,1.0,skilled,2.0,none,yes,bad,02/1996,yes
639,New York,-583.41,42.0,'delayed previously',radio/tv,4370.0,96.22,4<=X<7,3.0,'male single',none,2.0,'life insurance',26.0,bank,own,2.0,skilled,2.0,yes,yes,bad,02/1996,yes
640,Texas,-2290.21,18.0,'existing paid',education,750.0,65.14,unemployed,4.0,'female div/dep/mar',none,1.0,'real estate',27.0,none,own,1.0,'unemp/unskilled non res',1.0,,yes,good,02/1996,yes
641,California,72.58,15.0,'existing paid',repairs,1308.0,76.14,>=7,4.0,,none,4.0,car,38.0,none,own,2.0,'unskilled resident',,none,yes,good,02/1996,yes
642,Illinois,0.0,15.0,'existing paid',education,4623.0,0.0,1<=X<4,3.0,'male single',none,2.0,'life insurance',40.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,02/1996,yes
643,Michigan,0.0,,'critical/other existing credit',radio/tv,1851.0,0.0,4<=X<7,4.0,'male mar/wid',guarantor,2.0,car,33.0,none,own,2.0,skilled,1.0,yes,no,good,02/1996,no
644,New York,-4262.11,18.0,'critical/other existing credit',radio/tv,1880.0,86.87,,4.0,'male mar/wid',none,,'life insurance',32.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,02/1996,yes
645,Texas,0.0,36.0,'delayed previously',,7980.0,0.0,<1,4.0,'male single',none,4.0,car,27.0,none,rent,2.0,skilled,1.0,yes,yes,good,02/1996,yes
646,California,-9608.79,30.0,,,4583.0,89.41,1<=X<4,2.0,'male div/sep',guarantor,,'real estate',32.0,none,,2.0,skilled,1.0,none,yes,good,02/1996,yes
647,Illinois,0.0,12.0,'existing paid','new car',1386.0,0.0,1<=X<4,2.0,'female div/dep/mar',none,2.0,'life insurance',,none,own,1.0,skilled,1.0,,yes,good,02/1996,yes
648,Michigan,5218.31,24.0,'existing paid','new car',,99.04,4<=X<7,4.0,'male single',none,3.0,'no known property',38.0,bank,'for free',,,2.0,none,no,good,02/1996,no
649,New York,-9112.68,12.0,'existing paid',education,684.0,98.28,1<=X<4,4.0,'male single',none,4.0,,40.0,none,rent,1.0,'unskilled resident',2.0,none,no,bad,02/1996,no
650,New York,-2145.27,48.0,'existing paid',education,7476.0,31.97,4<=X<7,4.0,'male single',none,1.0,'no known property',50.0,none,'for free',1.0,,1.0,yes,yes,good,02/1996,yes
651,Ohio,67.5,12.0,'existing paid',furniture/equipment,1922.0,94.12,1<=X<4,4.0,'male single',none,2.0,'life insurance',37.0,none,own,1.0,'unskilled resident',1.0,none,no,bad,02/1996,no
652,Texas,-5275.22,24.0,'existing paid',,2303.0,75.09,>=7,4.0,'male single','co applicant',1.0,'real estate',45.0,none,own,1.0,skilled,1.0,none,yes,good,02/1996,yes
653,California,99.84,36.0,'delayed previously','new car',8086.0,125.55,>=7,,'male single',none,4.0,car,42.0,none,own,4.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,02/1996,yes
654,Illinois,0.0,24.0,'critical/other existing credit','used car',2346.0,0.0,4<=X<7,4.0,'male single',,3.0,car,35.0,none,,2.0,,1.0,yes,no,good,02/1996,no
655,Michigan,0.0,14.0,'existing paid',,3973.0,0.0,unemployed,1.0,'male single',none,4.0,'no known property',,none,'for free',1.0,skilled,1.0,none,yes,good,02/1996,yes
656,Michigan,79.58,12.0,'existing paid','new car',888.0,10.02,>=7,4.0,'male single',none,4.0,car,41.0,bank,own,1.0,'unskilled resident',2.0,none,yes,good,02/1996,yes
657,New York,0.0,48.0,'existing paid',,10222.0,0.0,4<=X<7,4.0,'male single',none,3.0,car,37.0,stores,own,1.0,skilled,1.0,yes,yes,good,02/1996,yes
658,New York,43.97,30.0,,business,4221.0,80.29,,2.0,'female div/dep/mar',,1.0,car,28.0,none,own,2.0,skilled,,none,yes,bad,02/1996,yes
659,Ohio,0.0,18.0,'critical/other existing credit',furniture/equipment,6361.0,0.0,>=7,2.0,'male single',none,1.0,'no known property',41.0,none,own,1.0,skilled,1.0,yes,no,good,02/1996,no
660,Texas,5584.53,12.0,'existing paid',radio/tv,1297.0,15.37,1<=X<4,3.0,'male mar/wid',none,4.0,'real estate',23.0,none,rent,1.0,skilled,1.0,none,yes,good,02/1996,yes
661,California,-6047.48,12.0,'existing paid','new car',900.0,0.0,1<=X<4,4.0,'male mar/wid',none,2.0,car,23.0,none,own,1.0,skilled,1.0,,no,good,03/1996,no
662,Illinois,0.0,21.0,'existing paid',furniture/equipment,2241.0,0.0,>=7,4.0,'male single',none,2.0,,,none,own,2.0,skilled,1.0,none,no,bad,03/1996,no
663,Michigan,186.02,6.0,'delayed previously',furniture/equipment,1050.0,90.78,unemployed,4.0,'male single',none,1.0,'life insurance',35.0,stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,03/1996,no
664,Texas,2609.44,6.0,'critical/other existing credit',education,,8.9,1<=X<4,2.0,'female div/dep/mar',none,,'life insurance',50.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,03/1996,yes
665,Illinois,0.0,24.0,'critical/other existing credit',other,,0.0,unemployed,4.0,'male single','co applicant',,'no known property',,bank,own,,'high qualif/self emp/mgmt',1.0,yes,yes,bad,03/1996,yes
666,Michigan,152.49,30.0,'all paid',furniture/equipment,3496.0,8297.56,1<=X<4,4.0,'male single',none,2.0,,34.0,stores,own,1.0,skilled,2.0,yes,no,good,03/1996,no
667,Texas,0.0,48.0,'all paid',business,3609.0,0.0,1<=X<4,1.0,'female div/dep/mar',none,,'real estate',,stores,own,1.0,skilled,1.0,none,yes,good,03/1996,yes
668,Alabama,-746.1,12.0,'critical/other existing credit','new car',4843.0,14.57,>=7,3.0,'male single','co applicant',4.0,'life insurance',43.0,none,rent,,skilled,1.0,yes,yes,bad,03/1996,yes
669,Illinois,5885.96,30.0,'critical/other existing credit',radio/tv,3017.0,3.8,>=7,,'male single',,4.0,'life insurance',47.0,none,own,1.0,skilled,1.0,none,no,bad,03/1996,no
670,Michigan,0.0,24.0,'critical/other existing credit',business,4139.0,0.0,1<=X<4,3.0,'male single',none,3.0,'life insurance',27.0,none,own,,'unskilled resident',1.0,yes,no,bad,03/1996,no
671,Texas,0.0,36.0,'existing paid',business,5742.0,0.0,4<=X<7,,'male single',,,car,,none,own,2.0,skilled,1.0,,yes,bad,03/1996,yes
672,Illinois,0.0,60.0,'existing paid','new car',10366.0,0.0,>=7,2.0,'male single',none,4.0,'life insurance',42.0,none,own,1.0,,1.0,yes,no,good,03/1996,no
673,Texas,0.0,6.0,'critical/other existing credit','new car',2080.0,0.0,1<=X<4,1.0,'male mar/wid',none,2.0,car,24.0,,own,,skilled,1.0,none,no,bad,03/1996,no
674,Illinois,0.0,21.0,'delayed previously',business,2580.0,0.0,<1,4.0,'male single',none,2.0,,41.0,bank,own,1.0,'unskilled resident',,,no,bad,03/1996,no
675,Texas,0.0,30.0,'critical/other existing credit',radio/tv,4530.0,0.0,,4.0,'female div/dep/mar',none,4.0,car,26.0,none,,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,03/1996,yes
676,Alabama,0.0,24.0,'critical/other existing credit',furniture/equipment,5150.0,0.0,>=7,4.0,,none,4.0,car,33.0,none,own,1.0,skilled,,yes,yes,good,03/1996,yes
677,Alabama,31.31,72.0,'existing paid',radio/tv,5595.0,309.29,1<=X<4,2.0,'male mar/wid',none,2.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,good,03/1996,yes
678,Alabama,-5102.86,24.0,'existing paid',radio/tv,2384.0,93.62,,4.0,'male single',none,4.0,'real estate',64.0,bank,rent,,'unskilled resident',1.0,none,yes,good,03/1996,yes
679,Alabama,0.0,18.0,'existing paid',radio/tv,1453.0,0.0,<1,3.0,'female div/dep/mar',none,1.0,,,none,own,1.0,skilled,1.0,,yes,good,03/1996,yes
680,Alabama,0.0,6.0,'existing paid',education,1538.0,0.0,<1,1.0,'female div/dep/mar',none,2.0,'no known property',56.0,none,own,1.0,,1.0,none,yes,good,03/1996,yes
681,Alabama,0.0,12.0,'existing paid',radio/tv,2279.0,0.0,1<=X<4,4.0,'male single',,4.0,'no known property',37.0,none,'for free',1.0,skilled,1.0,,yes,good,03/1996,yes
682,Alabama,0.0,15.0,'delayed previously',radio/tv,1478.0,0.0,,,'male mar/wid',none,3.0,'real estate',33.0,bank,own,2.0,skilled,1.0,none,no,bad,03/1996,no
683,Alabama,0.0,24.0,'critical/other existing credit',radio/tv,5103.0,0.0,<1,,'male mar/wid',,3.0,,47.0,none,'for free',3.0,skilled,1.0,yes,no,bad,03/1996,no
684,Alabama,118.46,36.0,,business,9857.0,159.43,4<=X<7,1.0,'male single',none,3.0,'life insurance',31.0,,own,2.0,'unskilled resident',2.0,yes,no,good,03/1996,no
685,Alabama,0.0,60.0,'existing paid','new car',6527.0,0.0,1<=X<4,4.0,'male single',,4.0,'no known property',34.0,none,'for free',1.0,skilled,,yes,yes,bad,03/1996,yes
686,Alabama,4535.68,10.0,'critical/other existing credit',radio/tv,1347.0,0.0,4<=X<7,4.0,'male single',none,2.0,'life insurance',27.0,none,,2.0,skilled,1.0,yes,yes,bad,03/1996,yes
687,Alabama,165.23,36.0,'delayed previously','new car',2862.0,189.81,>=7,4.0,'male single',none,3.0,'no known property',30.0,none,'for free',1.0,skilled,,none,yes,good,03/1996,yes
688,Alabama,0.0,9.0,'existing paid',radio/tv,2753.0,0.0,>=7,3.0,,'co applicant',4.0,,35.0,none,own,1.0,skilled,1.0,,no,good,03/1996,no
689,Arkansas,-925.22,12.0,'existing paid','new car',3651.0,3414.88,1<=X<4,1.0,'male single',none,3.0,'life insurance',31.0,none,own,1.0,,2.0,none,no,good,03/1996,no
690,Arkansas,0.0,15.0,'critical/other existing credit',furniture/equipment,975.0,0.0,1<=X<4,2.0,'male div/sep',none,3.0,'life insurance',25.0,none,,2.0,skilled,1.0,none,yes,good,03/1996,yes
691,Arkansas,99.58,15.0,'existing paid',repairs,2631.0,271.2,1<=X<4,,'female div/dep/mar',none,2.0,'real estate',25.0,none,own,1.0,,1.0,none,yes,good,03/1996,yes
692,Arkansas,78.73,24.0,'existing paid',radio/tv,2896.0,184.01,<1,2.0,'male single',none,1.0,car,29.0,none,own,1.0,,1.0,none,no,good,04/1996,no
693,Arkansas,-1364.07,6.0,'critical/other existing credit','new car',4716.0,0.0,<1,1.0,'male single',,3.0,'real estate',44.0,none,own,2.0,'unskilled resident',2.0,none,no,good,04/1996,no
694,Arkansas,0.0,24.0,'existing paid',radio/tv,2284.0,0.0,4<=X<7,4.0,'male single',none,2.0,car,28.0,none,own,1.0,skilled,1.0,yes,no,good,04/1996,no
695,Arkansas,0.0,6.0,'existing paid','used car',,0.0,1<=X<4,2.0,'male single',none,4.0,'life insurance',50.0,none,rent,1.0,skilled,1.0,none,yes,good,04/1996,yes
696,Arkansas,24.28,12.0,'existing paid',radio/tv,1103.0,0.0,4<=X<7,4.0,'male single',guarantor,3.0,'real estate',,none,own,2.0,skilled,1.0,,no,bad,04/1996,no
697,Arkansas,0.0,,'critical/other existing credit','new car',926.0,0.0,,,'female div/dep/mar',none,2.0,'life insurance',38.0,,,1.0,'unemp/unskilled non res',1.0,,no,good,04/1996,no
698,Arkansas,0.0,18.0,'critical/other existing credit',radio/tv,,0.0,,4.0,,none,2.0,car,24.0,none,own,2.0,,,none,yes,good,04/1996,yes
699,Arkansas,2644.05,15.0,,education,1905.0,94.84,,4.0,'male single',none,,car,40.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,,yes,good,04/1996,yes
700,Arkansas,0.0,12.0,'existing paid',furniture/equipment,1123.0,0.0,1<=X<4,,'female div/dep/mar',none,4.0,car,29.0,none,rent,1.0,'unskilled resident',1.0,none,yes,good,04/1996,yes
701,Arizona,0.0,48.0,'critical/other existing credit','used car',6331.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',46.0,none,'for free',2.0,skilled,1.0,yes,no,good,04/1996,no
702,Arizona,2392.34,24.0,'existing paid',radio/tv,1377.0,287.97,>=7,4.0,'female div/dep/mar',none,2.0,'no known property',47.0,none,'for free',1.0,skilled,1.0,yes,yes,good,04/1996,yes
703,Arizona,124.56,30.0,'delayed previously',business,2503.0,429.73,>=7,4.0,'male single',none,2.0,'life insurance',41.0,stores,own,2.0,skilled,,none,no,bad,04/1996,no
704,Arizona,175.12,27.0,'existing paid',business,2528.0,96.82,<1,4.0,'female div/dep/mar',none,1.0,'life insurance',32.0,,own,1.0,skilled,2.0,yes,yes,bad,04/1996,yes
705,Arizona,0.0,15.0,'existing paid','new car',5324.0,0.0,>=7,1.0,'female div/dep/mar',none,4.0,,,none,'for free',1.0,skilled,1.0,none,yes,good,04/1996,yes
706,Arizona,43.03,48.0,'existing paid','new car',,254.32,4<=X<7,,'male single',none,2.0,'life insurance',24.0,none,own,1.0,skilled,1.0,none,yes,bad,04/1996,yes
707,Arizona,187.67,,'no credits/all paid',,2969.0,9.09,<1,4.0,'female div/dep/mar',none,3.0,'life insurance',25.0,none,rent,2.0,skilled,1.0,none,no,good,04/1996,no
708,Arizona,59.61,9.0,'existing paid',radio/tv,1206.0,22.92,>=7,4.0,'female div/dep/mar',none,4.0,'real estate',25.0,none,own,1.0,skilled,1.0,none,yes,bad,04/1996,yes
709,Arizona,0.0,,'existing paid',radio/tv,2118.0,0.0,1<=X<4,2.0,'male single',none,2.0,'real estate',37.0,,,1.0,'unskilled resident',2.0,none,no,good,04/1996,no
710,Arizona,0.0,18.0,'critical/other existing credit',radio/tv,629.0,0.0,>=7,4.0,'male single',none,3.0,'life insurance',,bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,04/1996,no
711,California,0.0,6.0,'all paid',education,1198.0,0.0,>=7,4.0,'female div/dep/mar',none,4.0,'no known property',35.0,none,'for free',1.0,skilled,1.0,none,yes,bad,04/1996,yes
712,California,0.0,21.0,'existing paid','used car',2476.0,0.0,>=7,4.0,'male single',none,4.0,'real estate',46.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,04/1996,no
713,California,-7949.53,9.0,'critical/other existing credit',,1138.0,65.06,,4.0,'male single',none,4.0,'real estate',25.0,none,own,2.0,'unskilled resident',1.0,,no,good,04/1996,no
714,California,189.81,60.0,'existing paid','new car',14027.0,1.59,4<=X<7,4.0,'male single',none,2.0,'no known property',27.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,,yes,good,04/1996,yes
715,California,0.0,30.0,'critical/other existing credit','used car',7596.0,0.0,>=7,1.0,'male single',none,4.0,car,63.0,none,own,,skilled,1.0,none,no,bad,04/1996,no
716,California,0.0,30.0,'critical/other existing credit',radio/tv,3077.0,0.0,>=7,3.0,'male single',,2.0,car,40.0,none,,2.0,skilled,2.0,yes,no,good,04/1996,no
717,California,0.0,18.0,'existing paid',radio/tv,1505.0,0.0,1<=X<4,4.0,,,2.0,,32.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,04/1996,no
718,California,8048.88,24.0,'critical/other existing credit',radio/tv,3148.0,0.0,1<=X<4,,'male single',none,2.0,,,none,own,2.0,skilled,1.0,yes,no,bad,04/1996,no
719,California,163.16,20.0,'no credits/all paid','used car',6148.0,364.78,>=7,,'male mar/wid',none,,car,31.0,bank,own,2.0,skilled,1.0,,yes,bad,04/1996,yes
720,California,7880.65,9.0,'no credits/all paid',radio/tv,1337.0,66.11,,4.0,'male single',none,2.0,car,34.0,none,,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,04/1996,no
721,California,0.0,6.0,'all paid',,433.0,0.0,<1,,'female div/dep/mar',none,2.0,'life insurance',24.0,bank,rent,1.0,skilled,2.0,none,no,bad,04/1996,no
722,California,-7075.13,12.0,,'new car',1228.0,10.4,,,'female div/dep/mar',none,2.0,,24.0,none,own,1.0,,1.0,none,yes,good,05/1996,yes
723,California,106.93,,'existing paid',radio/tv,790.0,893.64,1<=X<4,4.0,'female div/dep/mar',none,3.0,'real estate',66.0,none,own,1.0,'unskilled resident',,none,no,good,05/1996,no
724,California,0.0,27.0,'existing paid','new car',2570.0,0.0,,3.0,'female div/dep/mar',none,3.0,'real estate',21.0,none,,1.0,skilled,1.0,,no,bad,05/1996,no
725,California,0.0,6.0,,'new car',250.0,0.0,1<=X<4,,'female div/dep/mar',none,2.0,'real estate',,bank,own,2.0,'unskilled resident',,none,yes,good,05/1996,yes
726,California,0.0,15.0,'critical/other existing credit',radio/tv,1316.0,0.0,1<=X<4,2.0,'male mar/wid',none,2.0,'life insurance',47.0,none,own,2.0,'unskilled resident',,none,yes,good,05/1996,yes
